Property Name,Contract No.,Address,County,Agent name,Owner name,NYC flag,BIN (NYC DOB),BBL / Parcel ID,State Senate District (current),Assembly District (current),Congressional District (current),Tract GEOID (2020 Census),Floodplain flag,School district name,School district SDL code,latitude,longitude,Property Code,x,y
Towpath Manor Apartments,NY06R000011,"201 Canal St, Palmyra, 14522",Wayne,"Conifer Management, LLC",Towpath III Limited Partnership,ROS,,,54,130,24,36117020700,,PALMYRA-MACEDON CSD,650901,43.06559285,-77.23022078,800015970,318408.6934092528,4770512.717942317
Trackside Homes,NY020031005,"4 Robin Cir, Johnstown, 12095",Fulton,Vesta Management Corporation,Vesta Trackside LLC,ROS,,,49,118,21,36035971300,,JOHNSTOWN CITY SD,170600,43.01265629,-74.38228662,800015972,550338.5335022873,4762405.36700847
Tri-Block Houses,NY360015130,"221 Ashland PL, Brooklyn, 11217",Kings,ELH Mgmt LLC,Tri-Block FTG LLC,NYC,3326119,3020960006,26,57,7,36047003300,,NYC GEOG DIST #13 - BROOKLYN,331300,40.68872817,-73.97784193,800015973,586368.9041280234,4504706.169517673
Trinity Apartments,NY36E000016,"2105-11 Daly Ave, Bronx, 10460",Bronx,Wavecrest Management Team Ltd,Trinity Apartments Owner LLC,NYC,2013174,2031250001,32,87,15,36005036300,,NYC GEOG DIST #12 - BRONX,321200,40.845034,-73.881729,800015975,594269.1095328972,4522156.2998666
Harriet Tubman Terrace,NY02L000012,"12 Williams Street, Poughkeepsie, 12601",Dutchess,New York Property Management & Development,AME Zion Trinity HDFC Inc,ROS,,,39,104,18,36027220700,,POUGHKEEPSIE CITY SD,131500,41.70157702,-73.93376417,800015981,588715.0894174594,4617192.701527041
Tweemill House,NY36T831006,"143 E 126th St, New York, 10035",New York,Prestige Management Inc,Milltwee Housing Development Fund Company Inc,NYC,1076474,1017750020,30,68,13,36061024200,,NYC GEOG DIST # 5 - MANHATTAN,310500,40.805067,-73.936387,800015984,589715.265751394,4517662.220454799
Two Bridges Senior Apts,NY36T831022,"80 Rutgers Slip, New York, 10002",New York,Grenadier Realty Corp,"Two Bridges Senior Apartments, LP",NYC,1084418,1002480070,27,65,10,36061000600,500-year,NYC GEOG DIST # 1 - MANHATTAN,310100,40.71077328,-73.99005702,800015991,585308.6225945179,4507141.381485684
Orenstein Building,NY36T791038,"15 Willett St, New York, 10002",New York,"A.M. Willlett Street Management, LLC.","CAM-Orenstein, LLC",NYC,1088884,1003360005,27,65,10,36061001200,,NYC GEOG DIST # 1 - MANHATTAN,310100,40.715819,-73.983302,800015996,585872.7361133003,4507708.072427612
Underhill Apts,NY36L000131,"240-250 Underhill Ave, Yorktown Heights, 10598",Westchester,"Yorktown Housing Fund, LLC","Yorktown Housing Fund, LLC",ROS,,,40,94,17,36119014809,,YORKTOWN CSD,662402,41.27115405,-73.77903292,800015999,602264.243692993,4569577.241497703
Underhill Apts,NY36M000229,"240-250 Underhill Ave, Yorktown Heights, 10598",Westchester,"Yorktown Housing Fund, LLC","Yorktown Housing Fund, LLC",ROS,,,40,94,17,36119014809,,YORKTOWN CSD,662402,41.27115405,-73.77903292,800015999,602264.243692993,4569577.241497703
Union Avenue Apts,NY36A017002,"215 Union Ave, Mount Vernon, 10550",Westchester,Truman Development & Management LLC,Union Avenue Owner LLC,ROS,,,36,89,16,36119003200,,MT VERNON SCHOOL DISTRICT,660900,40.90701145,-73.8312032,800016000,598436.6062932663,4529092.050078667
Union Development,NY36A007004,"1615 Union St, Brooklyn, 11213",Kings,Star Realty Corporation,"Union Street Associates, L.P.",NYC,3037478,3013940046,20,43,9,36047033702,,NYC GEOG DIST #17 - BROOKLYN,331700,40.66824594,-73.93713189,800016001,589836.318913806,4502473.325435288
Union Gardens I,NY36A007012,"1692 Union St, Brooklyn, 11213",Kings,Union Street Flats LLC,Union Street Flats LLC,NYC,3037763,3014020029,20,43,9,36047035102,,NYC GEOG DIST #17 - BROOKLYN,331700,40.66778697,-73.93228676,800016002,590246.4676554392,4502427.339663153
Union Street Houses,NY36A007013,"1690 Union St, Brooklyn, 11213",Kings,Metropolitan Realty Group LLC,Union Street Houses Owners LLC,NYC,3037762,3014020024,20,43,9,36047035102,,NYC GEOG DIST #17 - BROOKLYN,331700,40.66780373,-73.93260018,800016003,590219.9533575322,4502428.878418912
Joseph Belsky House,NY360004019,"140 Lawrence Ave, Brooklyn, 11230",Kings,AAA Management Corp.,United Cerebral Palsy HDFC Inc,NYC,3127901,3054230014,22,48,9,36047048000,,NYC GEOG DIST #22 - BROOKLYN,332200,40.63027573,-73.97417663,800016004,586754.315396358,4498221.228201581
United Church Manor,NY06T831010,"50 North Ave, West Seneca, 14224",Erie,United Church Home Society Inc,UNITED CHURCH MANOR HOUSING DEV. FUND CO. INC,ROS,,,60,142,26,36029011202,,WEST SENECA CSD,142801,42.85890975,-78.7591757,800016005,192878.9048731075,4752005.335744009
Unity Apartments,NY36A007015,"260 Buffalo Ave, Brooklyn, 11213",Kings,Union Street Flats LLC,St. Johns Flats LLC,NYC,3037181,3013860044,20,55,9,36047035701,,NYC GEOG DIST #17 - BROOKLYN,331700,40.66982039,-73.92559791,800016008,590809.0815849382,4502659.949823222
University Houses,NY360008008,"2251 Sedgwick Avenue, Bronx, 10468",Bronx,"Rush Management Company, Inc.",University Housing Associates,NYC,2015100,2032340037,31,86,13,36005025700,,NYC GEOG DIST #10 - BRONX,321000,40.86114963,-73.91065048,800016011,591808.7627690856,4523914.5662146425
Upper South Street Senior Housing,NY06T811018,"600 Country Ln, Geneseo, 14454",Livingston,Providence Housing Development,"UPPER SOUTH STREET HOUSING Development Fund Company, Inc",ROS,,,54,133,24,36051030400,,GENESEO CSD,240401,42.79207562,-77.80268869,800016021,270781.5069296553,4741535.700351115
Urban Park Apts,NY06L000004,"150 Van Auker St, Rochester, 14608",Monroe,"Preservation Management, INC.",Urban Focus LP,ROS,,,56,137,25,36055009500,,ROCHESTER CITY SD,261600,43.14987735,-77.62125286,800016022,286861.1167880575,4780794.246036153
Urban Park Towers Apts,NY068023002,"77 Main St, Lockport, 14094",Niagara,Orbach Affordable Management LLC,OAHS Urban Park TC LLC,ROS,,,62,144,24,36063023700,,LOCKPORT CITY SD,400400,43.17038436,-78.69095369,800016023,199975.53978162713,4786352.32834623
Valley View Court,NY020018005,"5590 River St., Lowville, 13367",Lewis,Village Of Lowville Housing Authority,Village Of Lowville Housing Authority,ROS,,,49,117,21,36049950301,,LOWVILLE ACADEMY & CSD,230901,43.78159737,-75.48158171,800016024,461248.2439986762,4847728.491625817
Van Rensselaer Heights,NY020034001,"460 Forbes Avenue, Rensselear, 12144",Rensselaer,Millennia Housing Management Ltd,North River Meadows NY TC LP,ROS,,,43,108,20,36083051601,,RENSSELAER CITY SD,491200,42.65937653,-73.72858811,800016025,604202.0007024466,4723773.779392963
Willoughby Court Apartments,NY36H108028,"721 Willoughby Ave, Brooklyn, 11206",Kings,Shinda Management Corporation,"Willoughby Court Apartments, LP",NYC,3042921,3015880001,25,56,8,36047028300,,NYC GEOG DIST #16 - BROOKLYN,331600,40.69503959,-73.94003285,800016028,589555.2465532244,4505444.627085387
Verona Village,NY06R000034,"2276 County Rd 139, Ovid, 14521",Seneca,"Ithaca Neighborhood Housing Services, Inc.","Ithaca Neighborhood Housing Services, Inc.",ROS,,,58,132,24,36099950900,,SOUTH SENECA CSD,560501,42.672645,-76.817054,800016029,351109.0408064542,4726064.164726944
Village Manor,NY06H108019,"300 STEUBEN ST, PAINTED POST, 14870",Steuben,"Conifer Management, LLC","Conifer Painted Post Associates, LLC",ROS,,,58,132,23,36101962302,,CORNING CITY SD,571000,42.16018764,-77.0926995,800016030,327119.0809733479,4669681.548596785
Valentine Lane,NY360003011,"50 Saint Andrews Place, Yonkers, 10705",Westchester,PCL Management LLC,50 Saint Andrews LLC,ROS,,,35,89,16,36119000205,,YONKERS CITY SD,662300,40.91662767,-73.89897282,800016032,592715.4769235505,4530085.510077746
Valley Apartments,NY36A005003,"12-18 W 109th St, New York, 10025",New York,Manhattan Valley LM Apartments LLC,Manhattan Valley LM Apartments LLC,NYC,1084024,1018440020,30,69,13,36061019300,,NYC GEOG DIST # 3 - MANHATTAN,310300,40.800242,-73.959843,800016033,587743.0851148504,4517102.865261827
Van Schoonhoven Square,NY06T831028,"1 Vanshoonhoven Sq, Waterford, 12188",Saratoga,National Church Residences,NCR of Waterford Housing Development Fund Co Inc,ROS,,,44,108,20,36091062800,,WATERFORD-HALFMOON UFSD,522101,42.79525543,-73.68062146,800016036,607897.5002349361,4738922.743551204
Varick-Peterson Homes,NY36L000054,"121-A Varick Homes, Newburgh, 12550",Orange,"United Plus Property Management, LLC","Varick-Peterson Housing Development Fund Company, Inc.",ROS,,,39,104,18,36071000400,,NEWBURGH CITY SD,441600,41.50527151,-74.0076078,800016037,582821.5975684151,4595324.804227843
Venture South Community Residence,NY36T801055,"220 Kings Hwy, Orangeburg, 10962",Rockland,Camp Venture Inc,V.O.T. Inc.,ROS,,,38,97,17,36087013003,,SOUTH ORANGETOWN CSD,500301,41.04100236,-73.93004301,800016039,589929.9648306426,4543860.101935616
Autumn Grove,NY06T851014,"1325 E Victor Rd, Victor, 14564",Ontario,National Church Residences,National Church Residences of Victor HDFC Inc.,ROS,,,54,133,24,36069050103,,VICTOR CSD,431701,42.97213368,-77.38246696,800016040,305717.25853196206,4760474.497143751
Villa Alejandrina,NY36H110083,"420 E 146 St, Bronx, 10455",Bronx,Truman Development & Management LLC,Brook Avenue Development Company LP,NYC,2086382,2022900110,29,84,15,36005004300,,NYC GEOG DIST # 7 - BRONX,320700,40.81354263,-73.91840255,800016041,591220.6631610375,4518621.650014277
Villa Hermosa Apts,NY360004032,"21 East 107th St, New York, 10029",New York,Metropolitan Realty Group LLC,Beautiful Village Associates Redevelopment Company,NYC,1085251,1016130006,29,68,13,36061017401,500-year,NYC GEOG DIST # 4 - MANHATTAN,310400,40.79505584,-73.94915177,800016042,588651.8651816343,4516537.912824295
Villa Scalabrini Apts,NY022536201,"825 E Willow St, Syracuse, 13203",Onondaga,Christopher Community Inc,St. Peter's Italian Church HDFC Inc,ROS,,,48,129,22,36067002300,,SYRACUSE CITY SD,421800,43.05656022,-76.14288598,800016043,406930.30871845,4767729.512569319
Villa Serene Apartments,NY06M000021,"399 E 14th Street 1220, Elmira Heights, 14903",Chemung,Owners Management Company,"Villa Serene Apartments, A Limited Partnership",ROS,,,58,124,23,36015010800,100-year,ELMIRA HEIGHTS CSD,70902,42.12963345,-76.81570658,800016044,349930.52824492694,4665764.813218148
Village Point Apts,NY068023013,"2 Paris Rd, New Hartford, 13413",Oneida,Millennia Housing Management,"Village Point NY, LLC",ROS,,,53,122,22,36065025100,,NEW HARTFORD CSD,411501,43.0728588,-75.28929238,800016045,476448.1279645706,4768946.299134377
Village Square,NY060004021,"5403 Main St, Williamsville, 14221",Erie,"Gene B Glick Company, LLC",Glick Village Square LLC,ROS,,,61,146,26,36029008900,,WILLIAMSVILLE CSD,140203,42.96109227,-78.7517456,800016046,193992.68583896273,4763327.041523907
Westchester Park Apts,NY06H108031,"55 Ralston Ave, Kenmore, 14217",Erie,M J Peterson Corporation,Westchester Park Preservation LP,ROS,,,61,140,26,36029008202,,KENMORE-TONAWANDA UFSD,142601,42.97584209,-78.88086598,800016049,183535.72439878987,4765444.066506926
Wheatfield Towers,NY06T781008,"6849 Plaza Dr, Niagara Falls, 14304",Niagara,National Church Residences,NCR of Wheatfield Housing Development Fund Co Inc,ROS,,,62,145,26,36063022714,,NIAGARA-WHEATFIELD CSD,400701,43.09213755,-78.93334241,800016050,179862.15648680378,4778559.920824905
Williamson Orchard Estates I,NY06R000017,"Arrowbend Dr, Williamson, 14589",Wayne,Conifer Management LLC,WIH Preservation LLC,ROS,,,54,130,24,36117020402,,WILLIAMSON CSD,651402,43.22857,-77.184736,800016051,322584.5357828917,4788514.907006283
Walden Ave Residence,NY06T841013,"4002 Walden Ave, Lancaster, 14086",Erie,"NYSARC, Inc. Erie County Chapter","Erie Arc Development Corporation, Inc.",ROS,,,60,144,23,36029014208,,LANCASTER CSD,141901,42.92098446,-78.64183159,800016054,202765.44294678647,4758477.735315836
The Cedars,NY360002009,"400 Cliff St, Walden, 12586",Orange,Related Management Company LP,"Walden Preservation, L.P.",ROS,,,39,101,18,36071010701,,VALLEY CSD (MONTGOMERY),441301,41.56197185,-74.19370727,800016055,567231.5010850648,4601458.172813193
Wallkill Community Residence,NY36T811036,"35 4th St, Middletown, 10940",Orange,Orange County Chapter AHRC,Orange Housing Incorporated,ROS,,,42,100,18,36071011301,,MIDDLETOWN CITY SD,441000,41.46182752,-74.39213425,800016057,550764.0592908191,4590204.662159428
Wallkill Senior Citizens Housing,NY36T851020,"88 Seniors Way, Middletown, 10940",Orange,"Wingate Management Company, LLC.",Wallkill Apartments LLC,ROS,,,42,100,18,36071011301,,MIDDLETOWN CITY SD,441000,41.46088815,-74.40001487,800016058,550106.6533523904,4590095.780773747
Walter J Ludovico Apartments,NY06T841005,"340 Winton St, Syracuse, 13203",Onondaga,Christopher Community Inc,"HAWLEY WINTON HSG. DEV. FUND CO., INC.",ROS,,,48,129,22,36067001701,,SYRACUSE CITY SD,421800,43.0551105,-76.12305472,800016059,408543.1059287295,4767546.7149508055
Walton Avenue Senior Housing,NY36T891006,"1182 Walton Ave, Bronx, 10452",Bronx,"Mid-Bronx Senior Citizens Council, Inc.",Walton Avenue Senior HDFC,NYC,2098341,2024790029,29,84,15,36005019700,,NYC GEOG DIST # 9 - BRONX,320900,40.834371,-73.919568,800016060,591093.8622961557,4520932.574166695
Site A Washington Heights,NY36A003006,"2036 Amsterdam Ave, New York, 10032",New York,Manhattan North Management Company Inc,Site A-Washington Heights TP4 LLC,NYC,1062836,1021190036,31,72,13,36061024500,,NYC GEOG DIST # 6 - MANHATTAN,310600,40.83522097,-73.94056971,800016063,589321.9859081262,4521005.304751296
Washington Plaza,NY36H110090,"489 E 183rd Street, Bronx, 10458",Bronx,"JMI Management Company, Inc",Washington 2302 Plaza Associates L.P.,NYC,2092226,2030530055,33,78,15,36005038500,,NYC GEOG DIST #10 - BRONX,321000,40.85516811,-73.89269062,800016064,593330.816532674,4523269.544440766
Washington House Apts.,NY36A018001,"60 Union Ave, New Rochelle, 10801",Westchester,Community Housing Management Corporation,Washington House LLC,ROS,,,34,91,16,36119006302,,NEW ROCHELLE CITY SD,661100,40.91019731,-73.78695612,800016066,602158.2906948458,4529496.446631022
Washington Towers,NY06H108033,"One  State St, Batavia, 14020",Genesee,Silver Tree Residential,"Washington Towers Revitalization, L.P.",ROS,,,57,139,24,36037950600,,BATAVIA CITY SD,180300,43.00011207,-78.18419641,800016067,240452.35462650226,4765748.559792751
Black River Apartments,NY02L000014,"277 State Street, Watertown, 13601",Jefferson,"Preservation Management, INC.",Cold Black River L.P.,ROS,,,49,116,24,36045061400,,WATERTOWN CITY SD,222000,43.9775365,-75.90734108,800016069,427227.1812191083,4869778.003654592
Schoolhouse Apartments,NY02H108048,"145 Stafford Ave, Waterville, 13480",Oneida,Housing Management Resources Inc.,Conifer Waterville Associates,ROS,,,53,122,22,36065025700,,WATERVILLE CSD,411902,42.93254437,-75.37592691,800016070,469325.3031562918,4753392.55118065
Waverly Arms,NY36M000234,"133 Waverly St, Yonkers, 10701",Westchester,"Total Realty Associates, Inc","Waverly Arms Housing Development of Yonkers, LLC",ROS,,,35,90,16,36119000300,,YONKERS CITY SD,662300,40.93128192,-73.89355862,800016071,593150.8238090648,4531718.046136056
Tri-Senior Housing,NY36T831038,"680 Ocean Pkwy, Brooklyn, 11230",Kings,"B.P. H.A.N.D., Inc.","Tri-Senior Housing Associates, LP",NYC,3127822,3054200050,22,48,9,36047048000,,NYC GEOG DIST #22 - BROOKLYN,332200,40.63178536,-73.97242008,800016072,586900.9127208733,4498390.538467761
Wedge Point Court,NY068023012,"40 Hecla Aly, Rochester, 14620",Monroe,Keynote Realty Inc,Wedge Point Associates,ROS,,,55,138,25,36055003200,,ROCHESTER CITY SD,261600,43.148503,-77.605936,800016073,288101.8645058269,4780602.729344256
Welch Village I,NY06R000014,"2854 Welch Lane - Site Office, Eden, 14057",Erie,TM Associates Management Inc,B & B Welch Associates Limited Partnership,ROS,,,60,147,23,36029015301,,EDEN CSD,141201,42.6607235,-78.8940574,800016075,180840.70498786832,4730495.415607373
Wells Manor,NY36T821009,"6 Wells Manor Lane, Rhinebeck, 12572",Dutchess,"Carr Property Management, Inc.",Foundation Housing NY HDFC,ROS,,,41,103,18,36027160005,,RHINEBECK CSD,131801,41.93198695,-73.91969837,800016077,589563.7969455814,4642789.132331075
Tri-Senior Housing,NY36T801034,"1002-1022 44th Street, Brooklyn, 11219",Kings,"B.P. H.A.N.D., Inc.","Tri-Senior Housing Associates, LP",NYC,3136331,3056080006,22,51,10,36047011200,,NYC GEOG DIST #15 - BROOKLYN,331500,40.641492,-73.995737,800016079,584916.7029815355,4499445.254010593
Tri-Senior Housing,NY36T821055,"1017-27 44th St, Brooklyn, 11219",Kings,"B.P. H.A.N.D., Inc.","Tri-Senior Housing Associates, LP",NYC,3136074,3056020030,22,51,10,36047011200,,NYC GEOG DIST #15 - BROOKLYN,331500,40.641593,-73.994984,800016080,584980.2467309898,4499457.192773576
West Farms Estates,NY360011010,"1314 W Farms Rd, Bronx, 10459",Bronx,Metropolitan Realty Group LLC,"West Farms Estates Company, LP",NYC,2010905,2030060084,32,85,14,36005012300,,NYC GEOG DIST #12 - BRONX,321200,40.82967599,-73.88677314,800016081,593865.5494331983,4520445.999708221
West Haverstraw Senior Citizen Housing,NY360006057,"119 Walnut Hls, West Haverstraw, 10993",Rockland,RA Management LLC,"West Haverstraw Preservation, LP",ROS,,,38,96,17,36087010602,,HAVERSTRAW-STONY POINT CSD (NORTH RO,500201,41.209323,-73.980431,800016084,585476.0665940932,4562495.38951244
West Side Residence,NY06T821046,"155 West Huron Street, Buffalo, 14201",Erie,Aspire of Western New York Inc,UNITED CEREBRAL PALSY OPPORTUNITIES INC.,ROS,,,63,149,26,36029007102,,BUFFALO CITY SD,140600,42.88987712,-78.87918356,800016087,183231.94700507843,4755889.975692155
West 104th Street Apts,NY360004046,"65 -73 West 104th St, New York, 10025",New York,"CCP Management, LLC",West 104th Street Associates,NYC,1055488,1018400005,30,69,13,36061018900,,NYC GEOG DIST # 3 - MANHATTAN,310300,40.797841,-73.96303,800016088,587477.3916771428,4516833.149720593
West 107th Street,NY36A005002,"18 W 107th St, New York, 10025",New York,SHP Management Corp,"West 107 Partners,L.P.",NYC,1085311,1018420042,30,69,13,36061019300,,NYC GEOG DIST # 3 - MANHATTAN,310300,40.79912116,-73.96074578,800016089,587668.4041238314,4516977.539595623
269 West 118th St,NY36L000013,"269 W 118th St, New York, 10026",New York,"Manhattan Valley Development Company, Inc.","One Eighteen Housing Development Fund Company, Inc",NYC,1058417,1019240010,30,70,13,36061022000,,NYC GEOG DIST # 3 - MANHATTAN,310300,40.80542591,-73.95344811,800016090,588275.6694829642,4517684.742510795
269 West 118th St,NY36M000267,"269 W 118th St, New York, 10026",New York,"Manhattan Valley Development Company, Inc.","One Eighteen Housing Development Fund Company, Inc",NYC,1058417,1019240010,30,70,13,36061022000,,NYC GEOG DIST # 3 - MANHATTAN,310300,40.80542591,-73.95344811,800016090,588275.6694829642,4517684.742510795
West 135th Street Apts,NY36H110027,"107-145 W 135th St, New York, 10030",New York,Metropolitan Realty Group LLC,West 135th Apts Owner LLC,NYC,1058274,1019200025,30,70,13,36061022800,,NYC GEOG DIST # 5 - MANHATTAN,310500,40.814671,-73.941457,800016091,589274.7320620551,4518723.17101588
Artists Housing,NY36M000200,"463 West St, New York, 10014",New York,Rose Property Management Group LLC,Westbeth Corp HDFC Inc,NYC,1012047,1006390001,47,66,10,36061007900,100-year,NYC GEOG DIST # 2 - MANHATTAN,310200,40.73675391,-74.0096766,800016092,583618.830814338,4510006.533950091
Westside Continuing Care Group Home,NY36T791055,"19 W 100th St, New York, 10025",New York,P & L Management and Consulting Inc.,FOUNTAIN HOUSE RESIDENTIAL CORP.,NYC,1055295,1018360023,30,69,13,36061018900,,NYC GEOG DIST # 3 - MANHATTAN,310300,40.794684,-73.96366009,800016094,587428.3793408774,4516482.068236397
Whitman Village Coop,NY36M000184,"160 Lowndes Ave, Huntington Sta, 11746",Suffolk,ARCO Management Corporation,Whitman Village Hsg. Dev. Fund Corp.,ROS,,,2,10,1,36103110902,,HUNTINGTON UFSD,580403,40.85442527,-73.41326334,800016097,633742.6607916178,4523808.671417812
Whitney Neighborhood,NY06L000011,"190 Carolina Street, Buffalo, 14201",Erie,"Winn Managed Properties, LLC",Whitney Buffalo LLC,ROS,,,63,149,26,36029007102,,BUFFALO CITY SD,140600,42.89241979,-78.88243881,800016098,182979.1423624296,4756184.651808639
Wilcox Lane Senior Citizen,NY06M000032,"40 Wilcox Ln, Canandaigua, 14424",Ontario,"Rochester Management, Inc.",Wilcox Lane Sr. Citizens Hsg Co Inc,ROS,,,54,131,24,36069050800,,CANANDAIGUA CITY SD,430300,42.89140076,-77.2867311,800016100,313280.6673762668,4751291.861002764
Hudson View III,NY36A001006,"1704 Amsterdam Ave, New York, 10031",New York,Wavecrest Management Group LLC,Hudson View III Associates,NYC,1061913,1020760031,30,71,13,36061022900,,NYC GEOG DIST # 6 - MANHATTAN,310600,40.82485721,-73.94810843,800016101,588700.186932605,4519847.176055643
Williamsburg Apartments,NY36H110081,"757 Bushwick Ave, Brooklyn, 11221",Kings,Progressive Management of NY V LLC,Bushwick Cedar Partners LLC,NYC,3073471,3032310001,18,53,7,36047039300,,NYC GEOG DIST #32 - BROOKLYN,333200,40.69569402,-73.92892241,800016103,590493.0841113424,4505528.6571651455
Willow Trace Residences,NY06T781005,"200 Dunham Avenue, Jamestown, 14701",Chautauqua,Chautauqua County Chapter of NYSARC Inc dba The Resource Center,Chautauqua Community Residences Inc,ROS,,,57,150,23,36013037200,,SOUTHWESTERN CSD AT JAMESTOWN,60201,42.10213383,-79.28393713,800016105,145748.6696414632,4670004.030937332
Windmill Village Apartments,NY36T841019,"207 Accabonac Rd, East Hampton, 11937",Suffolk,"WINDMILL H.D.F.C., INC.","WINDMILL H.D.F.C., INC.",ROS,,,1,1,1,36103201005,,EAST HAMPTON UFSD,580301,40.97698498,-72.17273726,800016106,737873.5070958356,4540052.456373959
Woodburn Court,NY028023003,"21 - 23 Exchange St, Binghamton, 13901",Broome,"CS American Management, Inc","We'll Do It Live SPE, LLC & Polymar Housing SPE, LLC",ROS,,,52,123,19,36007001100,500-year,BINGHAMTON CITY SD,30200,42.09559172,-75.90884799,800016110,424843.80246043997,4660789.363104907
Woodburn Court II,NY060023002,"100 Susquehanna St, Binghamton, 13901",Broome,Conifer Realty LLC,Transurban Housing Associates,ROS,,,52,123,19,36007001100,500-year,BINGHAMTON CITY SD,30200,42.09586301,-75.90794186,800016111,424919.0545589454,4660818.688544773
Lake View Apartments,NY020020008,"9 Woodland Road, Loch Sheldrake, 12759",Sullivan,Conifer Management LLC,"Woodlands Barkley, LLC",ROS,,,51,100,19,36105950802,,FALLSBURG CSD,590501,41.77018852,-74.64625777,800016112,529401.28449052,4624321.492315182
Woodside  I,NY36L000102,"1436 Crotona Park E, Bronx, 10460",Bronx,Alma Realty Corporation,Crotona Park Redevelopment LLC,NYC,2009847,2029380016,32,79,15,36005015300,,NYC GEOG DIST #12 - BRONX,321200,40.83486456,-73.89559778,800016114,593114.195874214,4521012.563017176
Woodstock Manor,NY36T851028,"755 Palisade Ave, Yonkers, 10703",Westchester,Hog Hill Management Corp,"Woodstock Manor Associates, L.P.",ROS,,,35,90,16,36119000801,,YONKERS CITY SD,662300,40.9599061,-73.88574171,800016115,593768.4349735128,4534904.014318077
Stonewood Village,NY060003005,"200 Myrtlewood Dr, Henrietta, 14467",Monroe,Winn Management Company LLC,Henrietta Housing Development Fund Company,ROS,,,56,138,25,36055013203,,RUSH-HENRIETTA CSD,261701,43.05260619,-77.61368205,800016116,287139.78610372794,4769972.249437196
Woodycrest Courts II,NY36H110099,"1235 -7 WOODYCREST AVE, BRONX, 10452",Bronx,Wavecrest Management Team Ltd,"Woodycrest Courts II Associates, L.P.",NYC,2003291,2025150031,29,77,15,36005019900,,NYC GEOG DIST # 9 - BRONX,320900,40.838013,-73.924187,800016118,590699.451882835,4521332.077425751
Wyatt Tee Walker Senior Apartments,NY36T861003,"2177 Frederick Douglass Blvd, New York, 10026",New York,Shinda Management Corporation,Canaan Baptist Housing Development Fund Corp,NYC,1077380,1019440036,30,70,13,36061020102,,NYC GEOG DIST # 3 - MANHATTAN,310300,40.80565969,-73.95480279,800016119,588161.092213064,4517709.330836743
YM/YWHA Senior Housing,NY36T861052,"60 Nagle Ave, New York, 10040",New York,YM & YWHA Washington Hts/Inwood,WIEN HOUSE ASSOCIATES L.P.,NYC,1084209,1021720060,31,72,13,36061028500,,NYC GEOG DIST # 6 - MANHATTAN,310600,40.86020187,-73.92911083,800016120,590254.2117817379,4523790.16487076
Yonkers Apts,NY36E000022,"73 -83 Highland Ave, Yonkers, 10705",Westchester,"SHNIR Apartment Management, Corp.","Yonkers 2012 Associates, LLC",ROS,,,35,90,16,36119000101,,YONKERS CITY SD,662300,40.92564742,-73.89872672,800016122,592723.5930771353,4531087.061682111
Yorkville Gardens,NY36T811005,"225 E 93rd St, New York, 10128",New York,Yorkville Gardens HDFC Inc,Yorkville Gardens HDFC Inc,NYC,1048917,1015390010,29,68,12,36061015403,,NYC GEOG DIST # 2 - MANHATTAN,310200,40.78285879,-73.94952419,800016123,588636.6652648558,4515183.563993828
10 Orchard Street,NY36L000006,"10 Orchard St, Yonkers, 10703",Westchester,Community Housing Management Corporation,"10 Orchard Street Housing Dev. Fund Co., Inc.",ROS,,,35,90,16,36119000501,,YONKERS CITY SD,662300,40.93973735,-73.88675822,800016126,593711.4058696989,4532663.960658908
1018 Development,NY360004028,"1018 E 163rd St, Bronx, 10459",Bronx,Wavecrest Management Team Ltd,1018 East 163rd Street LLC,NYC,2005764,2027230040,32,85,14,36005008900,,NYC GEOG DIST # 8 - BRONX,320800,40.82081689,-73.8924447,800016127,593399.7532521426,4519456.498091874
President Street Apartments,NY360011009,"1036 President Street, Brooklyn, 11225",Kings,1614 Management Corp.,"1030 President Street Associates, L.P",NYC,3033452,3012800025,20,57,9,36047032500,,NYC GEOG DIST #17 - BROOKLYN,331700,40.66846854,-73.95718512,800016128,588141.0468725907,4502477.735768021
1041 Bushwick Avenue Apts,NY360011052,"1041 Bushwick Ave, Brooklyn, 11221",Kings,Truman Development & Management LLC,1041 Bushwick Avenue Associates,NYC,3076258,3033310036,18,54,7,36047039900,,NYC GEOG DIST #32 - BROOKLYN,333200,40.69115563,-73.9206682,800016130,591196.6659236758,4505033.400500735
Dean North Apartments,NY36A007011,"1061-67 Dean St, Brooklyn, 11216",Kings,Shinda Management Corporation,Dean North Redevelopment Associates,NYC,3255173,3012050062,20,57,9,36047022100,,NYC GEOG DIST #17 - BROOKLYN,331700,40.677659,-73.954754,800016132,588334.4028540248,4503500.372302938
1085 Manhattan Development,NY360004009,"1085 Manhattan Ave, Brooklyn, 11222",Kings,1614 Management Corp.,"1085 Manhattan Avenue Associates, L.P.",NYC,3063820,3024950042,59,50,7,36047056301,,NYC GEOG DIST #14 - BROOKLYN,331400,40.73575982,-73.9553345,800016133,588208.641644801,4509949.364598548
1184 Development,NY36A007007,"1184 President St, Brooklyn, 11225",Kings,Star Realty Corporation,"1184 Associates, L.P.",NYC,3033531,3012820036,20,43,9,36047032100,,NYC GEOG DIST #17 - BROOKLYN,331700,40.66798722,-73.95125442,800016134,588642.9688301721,4502430.26968543
